date,serial_number,model,failure,smart_9_raw,smart_12_raw,smart_170_raw,smart_173_raw,smart_174_raw,smart_177_raw,smart_194_raw,smart_233_raw,smart_241_raw,smart_242_raw,label,smart_9_raw_delta7,smart_9_raw_delta30,smart_9_raw_accel,smart_9_raw_roll30,smart_12_raw_delta7,smart_12_raw_delta30,smart_12_raw_accel,smart_12_raw_roll30,smart_173_raw_delta7,smart_173_raw_delta30,smart_173_raw_accel,smart_173_raw_roll30,smart_174_raw_delta7,smart_174_raw_delta30,smart_174_raw_accel,smart_174_raw_roll30,smart_194_raw_delta7,smart_194_raw_delta30,smart_194_raw_accel,smart_194_raw_roll30,smart_170_raw_delta7,smart_170_raw_delta30,smart_170_raw_accel,smart_170_raw_roll30,smart_177_raw_delta7,smart_177_raw_delta30,smart_177_raw_accel,smart_177_raw_roll30,smart_233_raw_delta7,smart_233_raw_delta30,smart_233_raw_accel,smart_233_raw_roll30,smart_241_raw_delta7,smart_241_raw_delta30,smart_241_raw_accel,smart_241_raw_roll30,smart_242_raw_delta7,smart_242_raw_delta30,smart_242_raw_accel,smart_242_raw_roll30,drive_age_days,power_loss_rate,wear_per_hour,temp_roll7,days_in_dataset
2023-01-31,2128E5B74393,CT250MX500SSD1,0,4743.0,3.0,0.0,1279.0,0.0,0.0,40.0,0.0,0.0,0.0,0,69.0,297.0,7.0,4601.633333333333,0.0,0.0,0.0,3.0,20.0,104.0,0.0,1230.7333333333331,0.0,0.0,0.0,0.0,0.0,5.0,-3.0,37.96666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30,0.0,0.2696037099494098,41.285714285714285,30
2023-02-01,2128E5B74393,CT250MX500SSD1,0,4757.0,3.0,0.0,1283.0,0.0,0.0,44.0,0.0,0.0,0.0,0,71.0,298.0,4.0,4611.566666666667,0.0,0.0,0.0,3.0,19.0,105.0,-3.0,1234.2333333333331,0.0,0.0,0.0,0.0,4.0,4.0,-1.0,38.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31,0.0,0.269651113913409,41.85714285714285,31
2023-02-02,2128E5B74393,CT250MX500SSD1,0,4763.0,3.0,0.0,1285.0,0.0,0.0,40.0,0.0,0.0,0.0,0,70.0,291.0,10.0,4621.266666666666,0.0,0.0,0.0,3.0,20.0,103.0,2.0,1237.6666666666667,0.0,0.0,0.0,0.0,-2.0,5.0,-7.0,38.266666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32,0.0,0.2697313182199832,41.57142857142857,32
2023-02-03,2128E5B74393,CT250MX500SSD1,0,4777.0,3.0,0.0,1289.0,0.0,0.0,42.0,0.0,0.0,0.0,0,72.0,298.0,7.0,4631.2,0.0,0.0,0.0,3.0,20.0,104.0,0.0,1241.1333333333334,0.0,0.0,0.0,0.0,2.0,7.0,-1.0,38.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33,0.0,0.2697781498534952,41.85714285714285,33
2023-02-04,2128E5B74393,CT250MX500SSD1,0,4783.0,3.0,0.0,1290.0,0.0,0.0,42.0,0.0,0.0,0.0,0,71.0,298.0,11.0,4641.133333333333,0.0,0.0,0.0,3.0,20.0,104.0,2.0,1244.6,0.0,0.0,0.0,0.0,2.0,5.0,6.0,38.66666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34,0.0,0.2696488294314381,42.142857142857146,34
2023-02-05,2128E5B74393,CT250MX500SSD1,0,4797.0,3.0,0.0,1294.0,0.0,0.0,44.0,0.0,0.0,0.0,0,72.0,299.0,5.0,4651.1,0.0,0.0,0.0,3.0,20.0,103.0,0.0,1248.0333333333333,0.0,0.0,0.0,0.0,4.0,9.0,6.0,38.96666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35,0.0,0.2696957065443935,42.71428571428572,35
2023-02-06,2128E5B74393,CT250MX500SSD1,0,4803.0,3.0,0.0,1295.0,0.0,0.0,44.0,0.0,0.0,0.0,0,72.0,299.0,10.0,4661.066666666667,0.0,0.0,0.0,3.0,19.0,102.0,1.0,1251.4333333333334,0.0,0.0,0.0,0.0,-3.0,9.0,-6.0,39.266666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36,0.0,0.2695670274771024,42.285714285714285,36
2023-02-07,2128E5B74393,CT250MX500SSD1,0,4816.0,3.0,0.0,1299.0,0.0,0.0,44.0,0.0,0.0,0.0,0,73.0,299.0,4.0,4671.033333333334,0.0,0.0,0.0,3.0,20.0,102.0,0.0,1254.8333333333333,0.0,0.0,0.0,0.0,4.0,9.0,4.0,39.56666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37,0.0,0.2696699190367448,42.85714285714285,37
2023-02-08,2128E5B74393,CT250MX500SSD1,0,4822.0,3.0,0.0,1300.0,0.0,0.0,40.0,0.0,0.0,0.0,0,65.0,298.0,-6.0,4680.966666666666,0.0,0.0,0.0,3.0,17.0,101.0,-2.0,1258.2,0.0,0.0,0.0,0.0,-4.0,5.0,-8.0,39.73333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,0.0,0.2695417789757412,42.285714285714285,38
2023-02-09,2128E5B74393,CT250MX500SSD1,0,4834.0,3.0,0.0,1305.0,0.0,0.0,47.0,0.0,0.0,0.0,0,71.0,297.0,1.0,4690.866666666667,0.0,0.0,0.0,3.0,20.0,103.0,0.0,1261.6333333333334,0.0,0.0,0.0,0.0,7.0,12.0,9.0,40.13333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39,0.0,0.2699069286452947,43.285714285714285,39
2023-02-10,2128E5B74393,CT250MX500SSD1,0,4840.0,3.0,0.0,1306.0,0.0,0.0,42.0,0.0,0.0,0.0,0,63.0,296.0,-9.0,4700.733333333334,0.0,0.0,0.0,3.0,17.0,101.0,-3.0,1265.0,0.0,0.0,0.0,0.0,0.0,7.0,-2.0,40.36666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40,0.0,0.2697789712869242,43.285714285714285,40
2023-02-11,2128E5B74393,CT250MX500SSD1,0,4852.0,3.0,0.0,1309.0,0.0,0.0,44.0,0.0,0.0,0.0,0,69.0,296.0,-2.0,4710.6,0.0,0.0,0.0,3.0,19.0,98.0,-1.0,1268.2666666666669,0.0,0.0,0.0,0.0,2.0,9.0,0.0,40.66666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41,0.0,0.2697300638780136,43.57142857142857,41
2023-02-12,2128E5B74393,CT250MX500SSD1,0,4858.0,3.0,0.0,1311.0,0.0,0.0,42.0,0.0,0.0,0.0,0,61.0,295.0,-11.0,4720.433333333333,0.0,0.0,0.0,3.0,17.0,96.0,-3.0,1271.4666666666667,0.0,0.0,0.0,0.0,-2.0,7.0,-6.0,40.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42,0.0,0.2698086025931261,43.285714285714285,42
2023-02-13,2128E5B74393,CT250MX500SSD1,0,4871.0,3.0,0.0,1315.0,0.0,0.0,42.0,0.0,0.0,0.0,0,68.0,294.0,-4.0,4730.233333333334,0.0,0.0,0.0,3.0,20.0,92.0,1.0,1274.5333333333333,0.0,0.0,0.0,0.0,-2.0,7.0,1.0,41.13333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43,0.0,0.2699096880131363,43.0,43
2023-02-14,2128E5B74393,CT250MX500SSD1,0,4877.0,3.0,0.0,1317.0,0.0,0.0,40.0,0.0,0.0,0.0,1,61.0,293.0,-12.0,4740.0,0.0,0.0,0.0,3.0,18.0,91.0,-2.0,1277.5666666666666,0.0,0.0,0.0,0.0,-4.0,3.0,-8.0,41.23333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44,0.0,0.2699876998769988,42.42857142857143,44
2023-02-15,2128E5B74393,CT250MX500SSD1,0,4888.0,3.0,0.0,1320.0,0.0,0.0,42.0,0.0,0.0,0.0,1,66.0,290.0,1.0,4749.666666666667,0.0,0.0,0.0,3.0,20.0,88.0,3.0,1280.5,0.0,0.0,0.0,0.0,2.0,7.0,6.0,41.46666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45,0.0,0.2699938637758233,42.71428571428572,45
2023-02-16,2128E5B74393,CT250MX500SSD1,0,4895.0,3.0,0.0,1322.0,0.0,0.0,42.0,0.0,0.0,0.0,1,61.0,283.0,-10.0,4759.1,0.0,0.0,0.0,3.0,17.0,83.0,-3.0,1283.2666666666669,0.0,0.0,0.0,0.0,-5.0,5.0,-12.0,41.63333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46,0.0,0.270016339869281,42.0,46
2023-02-17,2128E5B74393,CT250MX500SSD1,0,4907.0,3.0,0.0,1326.0,0.0,0.0,37.0,0.0,0.0,0.0,1,67.0,288.0,4.0,4768.7,0.0,0.0,0.0,3.0,20.0,84.0,3.0,1286.0666666666666,0.0,0.0,0.0,0.0,-5.0,2.0,-5.0,41.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47,0.0,0.2701711491442543,41.285714285714285,47
2023-02-18,2128E5B74393,CT250MX500SSD1,0,4913.0,3.0,0.0,1327.0,0.0,0.0,37.0,0.0,0.0,0.0,1,61.0,280.0,-8.0,4778.033333333334,0.0,0.0,0.0,3.0,18.0,80.0,-1.0,1288.7333333333331,0.0,0.0,0.0,0.0,-7.0,0.0,-9.0,41.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48,0.0,0.27004477004477,40.285714285714285,48
2023-02-19,2128E5B74393,CT250MX500SSD1,0,4925.0,3.0,0.0,1331.0,0.0,0.0,38.0,0.0,0.0,0.0,1,67.0,285.0,6.0,4787.533333333334,0.0,0.0,0.0,3.0,20.0,82.0,3.0,1291.4666666666667,0.0,0.0,0.0,0.0,-4.0,1.0,-2.0,41.73333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49,0.0,0.2701989443767763,39.71428571428572,49
2023-02-20,2128E5B74393,CT250MX500SSD1,0,4931.0,3.0,0.0,1332.0,0.0,0.0,37.0,0.0,0.0,0.0,1,60.0,279.0,-8.0,4796.833333333333,0.0,0.0,0.0,3.0,17.0,80.0,-3.0,1294.1333333333334,0.0,0.0,0.0,0.0,-5.0,-7.0,-3.0,41.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50,0.0,0.2700729927007299,39.0,50
2023-02-21,2128E5B74393,CT250MX500SSD1,0,4943.0,3.0,0.0,1336.0,0.0,0.0,37.0,0.0,0.0,0.0,1,66.0,285.0,5.0,4806.333333333333,0.0,0.0,0.0,3.0,19.0,82.0,1.0,1296.8666666666666,0.0,0.0,0.0,0.0,-3.0,-5.0,1.0,41.333333333333336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51,0.0,0.2702265372168285,38.57142857142857,51
2023-02-22,2128E5B74393,CT250MX500SSD1,0,4949.0,3.0,0.0,1338.0,0.0,0.0,37.0,0.0,0.0,0.0,1,61.0,280.0,-5.0,4815.666666666667,0.0,0.0,0.0,3.0,18.0,80.0,-2.0,1299.5333333333333,0.0,0.0,0.0,0.0,-5.0,-7.0,-7.0,41.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52,0.0,0.2703030303030303,37.85714285714285,52
2023-02-23,2128E5B74393,CT250MX500SSD1,0,4962.0,3.0,0.0,1342.0,0.0,0.0,37.0,0.0,0.0,0.0,1,67.0,288.0,6.0,4825.266666666666,0.0,0.0,0.0,3.0,20.0,83.0,3.0,1302.3,0.0,0.0,0.0,0.0,-5.0,-3.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53,0.0,0.2704009671569615,37.142857142857146,53
2023-02-24,2128E5B74393,CT250MX500SSD1,0,4975.0,3.0,0.0,1347.0,0.0,0.0,37.0,0.0,0.0,0.0,1,68.0,289.0,1.0,4834.9,0.0,0.0,0.0,3.0,21.0,83.0,1.0,1305.0666666666666,0.0,0.0,0.0,0.0,0.0,-3.0,5.0,40.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54,0.0,0.2706993569131832,37.142857142857146,54
2023-02-25,2128E5B74393,CT250MX500SSD1,0,4981.0,3.0,0.0,1349.0,0.0,0.0,37.0,0.0,0.0,0.0,1,68.0,288.0,7.0,4844.5,0.0,0.0,0.0,3.0,22.0,84.0,4.0,1307.8666666666666,0.0,0.0,0.0,0.0,0.0,-5.0,7.0,40.73333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55,0.0,0.2707747892412686,37.142857142857146,55
2023-02-26,2128E5B74393,CT250MX500SSD1,0,4993.0,3.0,0.0,1355.0,0.0,0.0,38.0,0.0,0.0,0.0,1,68.0,288.0,1.0,4854.1,0.0,0.0,0.0,3.0,24.0,86.0,4.0,1310.7333333333331,0.0,0.0,0.0,0.0,0.0,-2.0,4.0,40.66666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56,0.0,0.2713255907088506,37.142857142857146,56
2023-02-27,2128E5B74393,CT250MX500SSD1,0,5000.0,3.0,0.0,1359.0,0.0,0.0,37.0,0.0,0.0,0.0,1,69.0,288.0,9.0,4863.7,0.0,0.0,0.0,3.0,27.0,89.0,10.0,1313.7,0.0,0.0,0.0,0.0,0.0,-3.0,5.0,40.56666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57,0.0,0.271745650869826,37.142857142857146,57
2023-02-28,2128E5B74393,CT250MX500SSD1,0,5012.0,3.0,0.0,1365.0,0.0,0.0,40.0,0.0,0.0,0.0,1,69.0,287.0,3.0,4873.266666666666,0.0,0.0,0.0,3.0,29.0,91.0,10.0,1316.7333333333331,0.0,0.0,0.0,0.0,3.0,0.0,6.0,40.56666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58,0.0,0.2722920406941951,37.57142857142857,58
2023-03-01,2128E5B74393,CT250MX500SSD1,0,5019.0,3.0,0.0,1367.0,0.0,0.0,37.0,0.0,0.0,0.0,1,70.0,288.0,9.0,4882.866666666667,0.0,0.0,0.0,3.0,29.0,91.0,11.0,1319.7666666666669,0.0,0.0,0.0,0.0,0.0,-10.0,5.0,40.23333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59,0.0,0.2723107569721115,37.57142857142857,59
2023-03-02,2128E5B74393,CT250MX500SSD1,0,5032.0,3.0,0.0,1373.0,0.0,0.0,37.0,0.0,0.0,0.0,1,70.0,289.0,3.0,4892.5,0.0,0.0,0.0,3.0,31.0,94.0,11.0,1322.9,0.0,0.0,0.0,0.0,0.0,-3.0,5.0,40.13333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60,0.0,0.2727995231472283,37.57142857142857,60
2023-03-03,2128E5B74393,CT250MX500SSD1,0,5039.0,3.0,0.0,1375.0,0.0,0.0,38.0,0.0,0.0,0.0,1,64.0,282.0,-4.0,4901.9,0.0,0.0,0.0,3.0,28.0,92.0,7.0,1325.9666666666667,0.0,0.0,0.0,0.0,1.0,-6.0,1.0,39.93333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61,0.0,0.2728174603174603,37.71428571428572,61
2023-03-04,2128E5B74393,CT250MX500SSD1,0,5052.0,3.0,0.0,1380.0,0.0,0.0,37.0,0.0,0.0,0.0,1,71.0,289.0,3.0,4911.533333333334,0.0,0.0,0.0,3.0,31.0,95.0,9.0,1329.1333333333334,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,39.833333333333336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62,0.0,0.2731050860874728,37.71428571428572,62
2023-03-05,2128E5B74393,CT250MX500SSD1,0,5064.0,3.0,0.0,1386.0,0.0,0.0,37.0,0.0,0.0,0.0,1,71.0,287.0,3.0,4921.1,0.0,0.0,0.0,3.0,31.0,97.0,7.0,1332.3666666666666,0.0,0.0,0.0,0.0,-1.0,-5.0,-1.0,39.66666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63,0.0,0.2736426456071076,37.57142857142857,63
2023-03-06,2128E5B74393,CT250MX500SSD1,0,5070.0,3.0,0.0,1387.0,0.0,0.0,37.0,0.0,0.0,0.0,1,70.0,287.0,1.0,4930.666666666667,0.0,0.0,0.0,3.0,28.0,97.0,1.0,1335.6,0.0,0.0,0.0,0.0,0.0,-5.0,0.0,39.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64,0.0,0.2735160717807138,37.57142857142857,64
2023-03-07,2128E5B74393,CT250MX500SSD1,0,5077.0,3.0,0.0,1390.0,0.0,0.0,37.0,0.0,0.0,0.0,1,65.0,280.0,-4.0,4940.0,0.0,0.0,0.0,3.0,25.0,96.0,-4.0,1338.8,0.0,0.0,0.0,0.0,-3.0,-7.0,-6.0,39.266666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65,0.0,0.2737298148877511,37.142857142857146,65
2023-03-08,2128E5B74393,CT250MX500SSD1,0,5089.0,3.0,0.0,1394.0,0.0,0.0,38.0,0.0,0.0,0.0,1,70.0,286.0,0.0,4949.533333333334,0.0,0.0,0.0,3.0,27.0,99.0,-2.0,1342.1,0.0,0.0,0.0,0.0,1.0,-6.0,1.0,39.06666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66,0.0,0.2738703339882122,37.285714285714285,66
2023-03-09,2128E5B74393,CT250MX500SSD1,0,5101.0,3.0,0.0,1397.0,0.0,0.0,37.0,0.0,0.0,0.0,1,69.0,285.0,-1.0,4959.033333333334,0.0,0.0,0.0,3.0,24.0,98.0,-7.0,1345.3666666666666,0.0,0.0,0.0,0.0,0.0,-7.0,0.0,38.833333333333336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67,0.0,0.2738141905135241,37.285714285714285,67
2023-03-10,2128E5B74393,CT250MX500SSD1,0,5107.0,3.0,0.0,1399.0,0.0,0.0,37.0,0.0,0.0,0.0,1,68.0,285.0,4.0,4968.533333333334,0.0,0.0,0.0,3.0,24.0,99.0,-4.0,1348.6666666666667,0.0,0.0,0.0,0.0,-1.0,-3.0,-2.0,38.73333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68,0.0,0.273884103367267,37.142857142857146,68
2023-03-11,2128E5B74393,CT250MX500SSD1,0,5119.0,3.0,0.0,1402.0,0.0,0.0,37.0,0.0,0.0,0.0,1,67.0,285.0,-4.0,4978.033333333334,0.0,0.0,0.0,3.0,22.0,97.0,-9.0,1351.9,0.0,0.0,0.0,0.0,0.0,-10.0,0.0,38.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69,0.0,0.273828125,37.142857142857146,69
2023-03-12,2128E5B74393,CT250MX500SSD1,0,5125.0,3.0,0.0,1405.0,0.0,0.0,37.0,0.0,0.0,0.0,1,61.0,285.0,-10.0,4987.533333333334,0.0,0.0,0.0,3.0,19.0,99.0,-12.0,1355.2,0.0,0.0,0.0,0.0,0.0,-5.0,1.0,38.23333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70,0.0,0.2740928599297698,37.142857142857146,70
2023-03-13,2128E5B74393,CT250MX500SSD1,0,5137.0,3.0,0.0,1408.0,0.0,0.0,37.0,0.0,0.0,0.0,1,67.0,285.0,-3.0,4997.033333333334,0.0,0.0,0.0,3.0,21.0,99.0,-7.0,1358.5,0.0,0.0,0.0,0.0,0.0,-7.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71,0.0,0.2740365901128844,37.142857142857146,71
2023-03-14,2128E5B74393,CT250MX500SSD1,0,5143.0,3.0,0.0,1410.0,0.0,0.0,37.0,0.0,0.0,0.0,1,66.0,285.0,1.0,5006.533333333334,0.0,0.0,0.0,3.0,20.0,99.0,-5.0,1361.8,0.0,0.0,0.0,0.0,0.0,-5.0,3.0,37.833333333333336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72,0.0,0.2741057542768274,37.142857142857146,72
2023-03-15,2128E5B74393,CT250MX500SSD1,0,5150.0,3.0,0.0,1411.0,0.0,0.0,42.0,0.0,0.0,0.0,1,61.0,279.0,-9.0,5015.833333333333,0.0,0.0,0.0,3.0,17.0,96.0,-10.0,1365.0,0.0,0.0,0.0,0.0,4.0,0.0,3.0,37.833333333333336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73,0.0,0.2739273927392739,37.71428571428572,73
2023-03-16,2128E5B74393,CT250MX500SSD1,1,5162.0,3.0,0.0,1414.0,0.0,0.0,38.0,0.0,0.0,0.0,1,61.0,285.0,-8.0,5025.333333333333,0.0,0.0,0.0,3.0,17.0,97.0,-7.0,1368.2333333333331,0.0,0.0,0.0,0.0,1.0,-2.0,1.0,37.766666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74,0.0,0.273871779972884,37.85714285714285,74
